Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Apple iPhone 8 (Used),Apple,Apple iPhone 8 (Used),16000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-galle-855
Samsung Galaxy S24 (Used),Samsung,Samsung Galaxy S24 (Used),130000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-used-for-sale-gampaha-16
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),94999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-kurunegala-614
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),60500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8211
Apple iPhone 14 Pro Max 512GB 5G (Used),Apple,Apple iPhone 14 Pro Max 512GB 5G (Used),158500,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-max-512gb-5g-used-for-sale-colombo-3
Vivo X200 Pro 16GB 512GB (Used),Vivo,Vivo X200 Pro 16GB 512GB (Used),259990,,,16GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-x200-pro-16gb-512gb-used-for-sale-gampaha-11
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),60000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8210
Samsung Galaxy S24 256GB 5G FULLSET (Used),Samsung,Samsung Galaxy S24 256GB 5G FULLSET (Used),124993,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-256gb-5g-fullset-used-for-sale-kandy-8
Google Pixel 10 Pro XL 256GB (Used),Google,Google Pixel 10 Pro XL 256GB (Used),265000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-10-pro-xl-256gb-used-for-sale-kurunegala
Samsung Galaxy S25 Ultra 12GB | 256GB (Brand New),Samsung,Samsung Galaxy S25 Ultra 12GB | 256GB (Brand New),281999,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-12gb-256gb-brand-new-for-sale-colombo-457
Moto G22 (Used),unknown,Moto G22 (Used),18500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/moto-used-for-sale-colombo-123
OnePlus Nord CE 4 lite 5G 256GB (Used),OnePlus,OnePlus Nord CE 4 lite 5G 256GB (Used),46900,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oneplus-nord-ce-4-lite-5g-256gb-used-for-sale-kegalle
Vivo Y20 3GB 64GB (Used),Vivo,Vivo Y20 3GB 64GB (Used),19500,,,3GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y20-3-64-used-for-sale-galle
Google Pixel 8 Pro (Used),Google,Google Pixel 8 Pro (Used),115000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-goggle-used-for-sale-ampara
Apple iPhone 15 128GB (Used),Apple,Apple iPhone 15 128GB (Used),152900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-729
Apple iPhone 7 Plus (Used),Apple,Apple iPhone 7 Plus (Used),21500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-ampara-1289
Apple iPhone 17 Pro Max 256GB (Brand New),Apple,Apple iPhone 17 Pro Max 256GB (Brand New),404999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-colombo-898
Xiaomi Poco F5 256GB 12GB RAM (Used),Xiaomi,Xiaomi Poco F5 256GB 12GB RAM (Used),55000,,12GB RAM,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-poco-f5-256gb-12gb-ram-used-for-sale-colombo-1
Apple iPhone 17 Pro 256GB (Brand New),Apple,Apple iPhone 17 Pro 256GB (Brand New),369999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-brand-new-for-sale-colombo-805
Samsung Galaxy A36 5G (Used),Samsung,Samsung Galaxy A36 5G (Used),59900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a36-5g-used-for-sale-kegalle
Samsung Galaxy S23 5G FULLSET (Used),Samsung,Samsung Galaxy S23 5G FULLSET (Used),99990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-5g-fullset-used-for-sale-kandy-53
Samsung Galaxy S24 FE 5G FULLSET (Used),Samsung,Samsung Galaxy S24 FE 5G FULLSET (Used),99993,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-fe-5g-fullset-used-for-sale-kandy-48
Apple iPhone 16e 256GB (Brand New),Apple,Apple iPhone 16e 256GB (Brand New),199999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16e-256gb-brand-new-for-sale-colombo-7
Samsung Galaxy S23 FE 5G FULLSET (Used),Samsung,Samsung Galaxy S23 FE 5G FULLSET (Used),89993,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-fe-5g-fullset-used-for-sale-kandy-116
Honor Magic 8pro12GB512GB (Used),Honor,Honor Magic 8pro12GB512GB (Used),359900,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-magic-8pro12gb512gb-used-for-sale-colombo-2
Apple iPhone 16e 128GB (Brand New),Apple,Apple iPhone 16e 128GB (Brand New),161999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16e-128gb-brand-new-for-sale-colombo-60
Google Pixel 7 Pro 5G 128GB (Used),Google,Google Pixel 7 Pro 5G 128GB (Used),89993,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-pro-5g-128gb-used-for-sale-kandy-36
Google Pixel 8 Pro 5G 128GB (Used),Google,Google Pixel 8 Pro 5G 128GB (Used),119990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-5g-128gb-used-for-sale-kandy-6
Apple iPhone 16 Plus 128GB (Brand New),Apple,Apple iPhone 16 Plus 128GB (Brand New),214999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-plus-128gb-brand-new-for-sale-colombo-217
Honor Magic 7pro12GB512GB (Used),Honor,Honor Magic 7pro12GB512GB (Used),239990,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-magic-7pro12gb512gb-used-for-sale-colombo-1
Google Pixel 8 5G (Used),Google,Google Pixel 8 5G (Used),89993,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-5g-used-for-sale-kandy-7
Samsung Galaxy S21 FE 5G FULLSET (Used),Samsung,Samsung Galaxy S21 FE 5G FULLSET (Used),64997,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s21-fe-5g-fullset-used-for-sale-kandy-143
Apple iPhone 11 Pro Max (Used),Apple,Apple iPhone 11 Pro Max (Used),67000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-gampaha-1617
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),69900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-gampaha-6951
Apple iPhone 14 Pro Max (Used),Apple,Apple iPhone 14 Pro Max (Used),200000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-kandy-798
Samsung Galaxy S20FE 5G FULLSET (Used),Samsung,Samsung Galaxy S20FE 5G FULLSET (Used),54998,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s20fe-5g-fullset-used-for-sale-kandy-41
Apple iPhone 16 128GB (Brand New),Apple,Apple iPhone 16 128GB (Brand New),199999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-981
Apple iPhone X (Used),Apple,Apple iPhone X (Used),17500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-x-i-phone-used-for-sale-colombo-431
Samsung Galaxy A35 5G 128GB|8GB RAM (Used),Samsung,Samsung Galaxy A35 5G 128GB|8GB RAM (Used),48993,,8GB RAM,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a35-5g-128gb8gb-ram-used-for-sale-kandy-3
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),62900,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19102
Sony Xperia 10 V 5G 128GB (Used),Sony,Sony Xperia 10 V 5G 128GB (Used),39995,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sony-xperia-10-v-5g-128gb-used-for-sale-kandy-53
Samsung Galaxy A02s 64GB (Used),Samsung,Samsung Galaxy A02s 64GB (Used),16000,,,64GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a02s-a02-64gb-used-for-sale-puttalam
Apple iPhone 15 128GB (Brand New),Apple,Apple iPhone 15 128GB (Brand New),171990,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-979
Apple iPhone 12 256GB (Used),Apple,Apple iPhone 12 256GB (Used),83000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-256gb-used-for-sale-colombo-1801
Sony Xperia Ace III 5G (Used),Sony,Sony Xperia Ace III 5G (Used),24997,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sony-xperia-ace-iii-5g-used-for-sale-kandy-22
Sharp A201sh 5G 4GB|64GB (Used),unknown,Sharp A201sh 5G 4GB|64GB (Used),18998,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/sharp-a201sh-5g-4gb64gb-used-for-sale-kandy-9
Xiaomi Poco F5 12GB 256GB (Used),Xiaomi,Xiaomi Poco F5 12GB 256GB (Used),59000,,,12GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-poco-f5-12gb-256gb-used-for-sale-puttalam
Nokia 2720 Flip (Brand New),Nokia,Nokia 2720 Flip (Brand New),7990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-2720-flip-brand-new-for-sale-kandy-16
Oppo A31 8GB 256GB (Used),Oppo,Oppo A31 8GB 256GB (Used),13999,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=93
Kyocera 705KC 32GB 4G (Used),unknown,Kyocera 705KC 32GB 4G (Used),11990,,,32GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/kyocera-705kc-32gb-4g-used-for-sale-kandy-51
Xiaomi Redmi 14C (Brand New),Xiaomi,Xiaomi Redmi 14C (Brand New),32500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-14c-japan-brand-new-for-sale-ampara
Apple iPhone 12 mini (Used),Apple,Apple iPhone 12 mini (Used),55000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-mini-used-for-sale-badulla-34
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),51000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8217
Apple iPhone 6S (Used),Apple,Apple iPhone 6S (Used),15000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-6s-used-for-sale-colombo-11617
Samsung Galaxy S23 (Used),Samsung,Samsung Galaxy S23 (Used),53000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-used-for-sale-batticaloa-5
Asus Zenfone 2 Dual Sim (Used),unknown,Asus Zenfone 2 Dual Sim (Used),7000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/asus-zenfone-2-dual-sim-used-for-sale-kandy
Nokia 216 Brand new (Brand New),Nokia,Nokia 216 Brand new (Brand New),5990,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-216-brand-new-brand-new-for-sale-kandy-29
Xiaomi Redmi A5 (Brand New),Xiaomi,Xiaomi Redmi A5 (Brand New),30490,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a5-brand-new-for-sale-colombo-93
Infinix NOTE 50 (Brand New),Infinix,Infinix NOTE 50 (Brand New),73999,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-note-50-brand-new-for-sale-colombo-26
Samsung Galaxy J7 (Used),Samsung,Samsung Galaxy J7 (Used),5000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-j7-used-for-sale-badulla-491
Samsung Galaxy A07 4/64GB (Brand New),Samsung,Samsung Galaxy A07 4/64GB (Brand New),45999,,,64GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-4-64gb-brand-new-for-sale-colombo-28
Digno Kyocera 503KC (Used),unknown,Digno Kyocera 503KC (Used),6500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/digno-imported-used-for-sale-kandy
Vivo Y11 8GB 256GB (Used),Vivo,Vivo Y11 8GB 256GB (Used),13997,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y11-8gb-256gb-used-for-sale-kalutara-42
Tecno Spark 8c 4GB 64GB (Used),unknown,Tecno Spark 8c 4GB 64GB (Used),8000,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/tecno-spark-8c-4gb-64gb-used-for-sale-badulla-1
Samsung Galaxy A12 (Used),Samsung,Samsung Galaxy A12 (Used),20500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a12-original-used-for-sale-colombo-1
Apple iPhone SE 2 128GB California (Used),Apple,Apple iPhone SE 2 128GB California (Used),43990,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-california-used-for-sale-colombo-1
Apple iPhone 13 (Used),Apple,Apple iPhone 13 (Used),87000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-midnight-black-used-for-sale-ampara
Samsung Galaxy A03 2021 (Used),Samsung,Samsung Galaxy A03 2021 (Used),20500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a03-2021-used-for-sale-puttalam-2
Huawei Nova Y70 128GB (Used),Huawei,Huawei Nova Y70 128GB (Used),19500,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/huawei-nova-y70-128-gb-used-for-sale-matale-1
Samsung Galaxy A01 (Used),Samsung,Samsung Galaxy A01 (Used),8000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a01-good-condition-used-for-sale-nuwara-eliya
Oppo F31 5G 8GB 256GB (Used),Oppo,Oppo F31 5G 8GB 256GB (Used),53000,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-f31-5g-8gb-256gb-brand-new-for-sale-batticaloa
Google Pixel 10 256GB (Brand New),Google,Google Pixel 10 256GB (Brand New),210000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ads/sri-lanka?sort=date&order=desc&buy_now=0&urgent=0&page=95
Vivo T3 Pro 5G 8GB 256GB (Used),Vivo,Vivo T3 Pro 5G 8GB 256GB (Used),53000,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-t3-pro-5g-8gb-256gb-used-for-sale-batticaloa-1
Apple iPhone 16 (Used),Apple,Apple iPhone 16 (Used),205000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-ultramarine-blue-used-for-sale-ratnapura
Apple iPhone 16 256GB (Used),Apple,Apple iPhone 16 256GB (Used),215900,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-256gb-used-for-sale-gampaha-13
Orbic Myra 5G (Used),unknown,Orbic Myra 5G (Used),11000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/orbic-myra-5g-used-for-sale-gampaha-7
Samsung Galaxy A03 (Used),Samsung,Samsung Galaxy A03 (Used),19500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a03-2021-used-for-sale-puttalam-1
Apple iPhone 11 Pro Max 256GB (Used),Apple,Apple iPhone 11 Pro Max 256GB (Used),96999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6480
Samsung Galaxy F07 64GB 4GB 50MP Green (Brand New),Samsung,Samsung Galaxy F07 64GB 4GB 50MP Green (Brand New),32990,,,64GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-f07-64gb-4gb-50mp-green-brand-new-for-sale-colombo-1
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),72500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kalutara-744
"Infinix Smart 8 4GB+4GB, 64GB (Used)",Infinix,"Infinix Smart 8 4GB+4GB, 64GB (Used)",19000,,,4GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-8-4gb4gb-64gb-used-for-sale-colombo-2
Apple iPhone 12 Pro 256GB Blue (Used),Apple,Apple iPhone 12 Pro 256GB Blue (Used),109990,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-blue-used-for-sale-colombo-231
Apple iPhone 13 (Used),Apple,Apple iPhone 13 (Used),96500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-galle-422
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),95500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3989
Apple iPhone 12 Pro Max 256GB (Used),Apple,Apple iPhone 12 Pro Max 256GB (Used),102000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-gampaha-5758
Google Pixel 7 128GB 8GB (Used),Google,Google Pixel 7 128GB 8GB (Used),57999,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-128gb-8gb-used-for-sale-colombo-19
Samsung Galaxy A14 (Used),Samsung,Samsung Galaxy A14 (Used),19500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a14-5g-128-gb-used-for-sale-gampaha
Apple iPhone 13 Pro Max (Used),Apple,Apple iPhone 13 Pro Max (Used),144900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3128
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),61800,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8216
Apple iPhone 11 Pro Max (Used),Apple,Apple iPhone 11 Pro Max (Used),90000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-matale-116
Infinix Hot 60 Pro+ 256GB 8GRam Gray (Brand New),Infinix,Infinix Hot 60 Pro+ 256GB 8GRam Gray (Brand New),69990,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-hot-60-pro-256gb-8gram-gray-brand-new-for-sale-colombo
Apple iPhone 11 Pro Max 256GB (Used),Apple,Apple iPhone 11 Pro Max 256GB (Used),72000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-gampaha-3485
Google Pixel 8 Pro 5G 128GB Porcelain (Used),Google,Google Pixel 8 Pro 5G 128GB Porcelain (Used),134990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-5g-128gb-porcelain-used-for-sale-colombo-7
Vivo V40 256GB 12GB5G (Brand New),Vivo,Vivo V40 256GB 12GB5G (Brand New),55000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-v40-256gb-12gb5g-brand-new-for-sale-colombo
Apple iPhone 12 Pro Max 512GB (Used),Apple,Apple iPhone 12 Pro Max 512GB (Used),139999,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-512gb-used-for-sale-colombo-526
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),59500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8215
Apple iPhone 15 (Used),Apple,Apple iPhone 15 (Used),149900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1213
Vivo Y93 (Used),Vivo,Vivo Y93 (Used),6000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-used-for-sale-matara-293
ZTE Blade A54 (Used),unknown,ZTE Blade A54 (Used),20000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-blade-used-for-sale-kandy-37
Apple iPhone 13 Pro Max 256GB (Used),Apple,Apple iPhone 13 Pro Max 256GB (Used),127000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-gampaha-2644
"Apple iPhone 15 Pro 256GB [Blue,Black] (Used)",Apple,"Apple iPhone 15 Pro 256GB [Blue,Black] (Used)",214999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-blueblack-used-for-sale-colombo-1
Apple iPhone 13 Pro Max (Used),Apple,Apple iPhone 13 Pro Max (Used),129900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3127
Meizu Lucky 8 256GB (Brand New),unknown,Meizu Lucky 8 256GB (Brand New),68990,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/meizu-lucky-8-256gb-brand-new-for-sale-colombo-7
Vivo Y31 (Used),Vivo,Vivo Y31 (Used),32000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y31-used-for-sale-batticaloa
Apple iPhone 11 (Used),Apple,Apple iPhone 11 (Used),61500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8212
Samsung Galaxy A17 5G 8GB 128GB FINGER (Used),Samsung,Samsung Galaxy A17 5G 8GB 128GB FINGER (Used),37000,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a17-5g-8gb-128gb-finger-used-for-sale-puttalam
Apple iPhone 12 64GB Blue (Used),Apple,Apple iPhone 12 64GB Blue (Used),71990,,,64GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-64gb-blue-used-for-sale-colombo-31
Apple iPhone 7 8 (Used),Apple,Apple iPhone 7 8 (Used),22000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-7-8-used-for-sale-ampara
