Product title,Brand,Model,Total price (LKR),Discount price (if available),RAM,Storage,Processor,Battery capacity,Camera specs,Display size,Operating system,Network type,Warranty,Stock availability,Seller / store name,Posted date,Product URL
Oppo A5 PRO 8GB 256GB (Used),Oppo,Oppo A5 PRO 8GB 256GB (Used),44990,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a5-pro-8gb-256gb-used-for-sale-gampaha-8
Samsung Galaxy A07 6/128GB (Brand New),Samsung,Samsung Galaxy A07 6/128GB (Brand New),37500,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a07-6-128gb-brand-new-for-sale-colombo-71
Samsung Galaxy Note 10 Plus (Used),Samsung,Samsung Galaxy Note 10 Plus (Used),63000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-note-10-plus-used-for-sale-colombo-564
Samsung Galaxy Note 8 6GB 64GB (Used),Samsung,Samsung Galaxy Note 8 6GB 64GB (Used),20000,,,6GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-note-8-6gb-64gb-used-for-sale-kandy
Apple iPhone 16 Pro Max 1TB (Used),Apple,Apple iPhone 16 Pro Max 1TB (Used),356500,,,1TB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-1tb-brand-new-for-sale-gampaha
Samsung Galaxy A06 64GB (Used),Samsung,Samsung Galaxy A06 64GB (Used),25000,,,64GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a06-64gb-used-for-sale-kurunegala-1
Apple iPhone XR (Used),Apple,Apple iPhone XR (Used),42000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xr-used-for-sale-colombo-2800
Xiaomi Redmi 12 5G (Used),Xiaomi,Xiaomi Redmi 12 5G (Used),27000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-12-5g-used-for-sale-vavuniya
Apple iPhone 13 Pro Max (Used),Apple,Apple iPhone 13 Pro Max (Used),239900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3121
Apple iPhone 15 Pro (Used),Apple,Apple iPhone 15 Pro (Used),214900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-colombo-1088
Xiaomi Redmi 13C 5G (Used),Xiaomi,Xiaomi Redmi 13C 5G (Used),27000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-13c-5g-used-for-sale-vavuniya
Apple iPhone 16 (Used),Apple,Apple iPhone 16 (Used),174900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-used-for-sale-colombo-395
Samsung Galaxy S10 Plus (Used),Samsung,Samsung Galaxy S10 Plus (Used),32000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s10-plus-used-for-sale-colombo-979
Samsung Galaxy S23 FE 5G (Used),Samsung,Samsung Galaxy S23 FE 5G (Used),82500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s23-fe-5g-used-for-sale-batticaloa-1
Apple iPhone 16 Pro Max (Used),Apple,Apple iPhone 16 Pro Max (Used),279900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-used-for-sale-kandy-210
Apple iPhone 15 Pro Max (Used),Apple,Apple iPhone 15 Pro Max (Used),234900,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2422
Xiaomi Redmi Note 13 Pro 256GB 8GB (Used),Xiaomi,Xiaomi Redmi Note 13 Pro 256GB 8GB (Used),49500,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-13-pro-256gb-8gb-used-for-sale-kegalle
Apple iPhone 13 256GB (Used),Apple,Apple iPhone 13 256GB (Used),107999,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-256gb-used-for-sale-colombo-1746
Samsung Galaxy S21 Plus 5G (Used),Samsung,Samsung Galaxy S21 Plus 5G (Used),52000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s21-plus-5g-used-for-sale-kurunegala-19
Samsung Galaxy S20 5G (Used),Samsung,Samsung Galaxy S20 5G (Used),52000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s20-5g-used-for-sale-jaffna-1
Apple iPhone 12 (Used),Apple,Apple iPhone 12 (Used),68000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-matara-227
Samsung Galaxy Note 20 256GB (Used),Samsung,Samsung Galaxy Note 20 256GB (Used),30000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-note-20-256gb-used-for-sale-gampaha-6
Google Pixel 6 Japan Edition (Used),Google,Google Pixel 6 Japan Edition (Used),56000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-6-japan-edition-used-for-sale-matara
Xiaomi Redmi 12 8GB 128GB (Used),Xiaomi,Xiaomi Redmi 12 8GB 128GB (Used),22000,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-12-8gb-128gb-used-for-sale-gampaha-123
Apple iPhone 8 Plus (Used),Apple,Apple iPhone 8 Plus (Used),36000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-8-plus-used-for-sale-batticaloa-249
Samsung Galaxy A54 5G (Used),Samsung,Samsung Galaxy A54 5G (Used),47500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a54-5g-used-for-sale-kandy-44
Samsung Galaxy A56 (Used),Samsung,Samsung Galaxy A56 (Used),80000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a56-used-for-sale-monaragala-1
Xiaomi Redmi Note 14 Pro Plus (Used),Xiaomi,Xiaomi Redmi Note 14 Pro Plus (Used),95000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-plus-used-for-sale-colombo-33
Apple iPhone XR 128GB (Used),Apple,Apple iPhone XR 128GB (Used),40000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xr-128gb-used-for-sale-colombo-3520
Apple iPhone 12 Pro 128GB (Used),Apple,Apple iPhone 12 Pro 128GB (Used),75500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-kandy-550
Samsung Galaxy S20FE (Used),Samsung,Samsung Galaxy S20FE (Used),49000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s20fe-used-for-sale-gampaha-148
Apple iPhone 16 (Used),Apple,Apple iPhone 16 (Used),215000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-black-used-for-sale-jaffna
Samsung Galaxy Note 20 Ultra 5G 12/256GB (Used),Samsung,Samsung Galaxy Note 20 Ultra 5G 12/256GB (Used),85000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-note-20-ultra-5g-12-256gb-used-for-sale-batticaloa
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),120000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3976
Apple iPhone SE 2 (Used),Apple,Apple iPhone SE 2 (Used),28000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-matara-420
Samsung Galaxy A06 (Used),Samsung,Samsung Galaxy A06 (Used),29000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a06-used-for-sale-kandy-155
Apple iPhone XS 256GB (Used),Apple,Apple iPhone XS 256GB (Used),62000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-xs-256-used-for-sale-puttalam-90
Apple iPhone 14 Pro (Used),Apple,Apple iPhone 14 Pro (Used),138500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-anuradhapura-165
Apple iPhone 16 Pro Max (Used),Apple,Apple iPhone 16 Pro Max (Used),278000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-16-pro-max-used-for-sale-colombo-1036
Apple iPhone 14 Pro (Used),Apple,Apple iPhone 14 Pro (Used),178500,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-anuradhapura-164
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),84000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-korea-used-for-sale-gampaha
CAT S48c (Used),unknown,CAT S48c (Used),35000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/cat-s48c-used-for-sale-anuradhapura
Apple iPhone 15 (Brand New),Apple,Apple iPhone 15 (Brand New),200000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-brand-new-for-sale-kandy-12
Apple iPhone 12 Pro Max 256GB (Used),Apple,Apple iPhone 12 Pro Max 256GB (Used),58000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256-gb-5g-used-for-sale-kegalle
Apple iPhone SE (Used),Apple,Apple iPhone SE (Used),36000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-used-for-sale-gampaha-1562
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),89000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kandy-1234
Apple iPhone 12 Pro Max (Used),Apple,Apple iPhone 12 Pro Max (Used),149000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-kandy-1264
Apple iPhone 12 Pro 256GB (Used),Apple,Apple iPhone 12 Pro 256GB (Used),94000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-kandy-1067
Apple iPhone 14 Pro 256GB (Used),Apple,Apple iPhone 14 Pro 256GB (Used),142500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kurunegala-235
Samsung Galaxy A21s (Used),Samsung,Samsung Galaxy A21s (Used),19500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a21s-used-for-sale-colombo-1685
Apple iPhone 12 Pro Max 128GB (Used),Apple,Apple iPhone 12 Pro Max 128GB (Used),125000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-max-iphone12promax-128gb-used-for-sale-kurunegala
Oppo A53 (Used),Oppo,Oppo A53 (Used),20000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a53-used-for-sale-kandy-147
Apple iPhone 13 Pro (Used),Apple,Apple iPhone 13 Pro (Used),128000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-kandy-596
Apple iPhone SE 2 128GB (Used),Apple,Apple iPhone SE 2 128GB (Used),30000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-kurunegala-599
Samsung Galaxy M02 (Used),Samsung,Samsung Galaxy M02 (Used),13000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m02-used-for-sale-puttalam-462
Infinix Smart 10 Plus (Used),Infinix,Infinix Smart 10 Plus (Used),23000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/infinix-smart-10-plus-used-for-sale-matara
NOTHING Phone 2 256GB 12GB RAM (Used),unknown,NOTHING Phone 2 256GB 12GB RAM (Used),76000,,12GB RAM,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nothing-phone-2-256gb-12gb-ram-used-for-sale-kandy
Samsung Galaxy S25 Ultra 256GB (Used),Samsung,Samsung Galaxy S25 Ultra 256GB (Used),238000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s25-ultra-256gb-used-for-sale-kandy-9
Xiaomi Poco M3 (Used),Xiaomi,Xiaomi Poco M3 (Used),21500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/poco-m3-used-for-sale-kalutara
Samsung Galaxy F07 64GB 4GB RAM 50MP (Brand New),Samsung,Samsung Galaxy F07 64GB 4GB RAM 50MP (Brand New),13937,,4GB RAM,64GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-f07-64gb-4gb-ram-50mp-brand-new-for-sale-colombo
Xiaomi Redmi Note 10 Pro (Used),Xiaomi,Xiaomi Redmi Note 10 Pro (Used),23000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-10-pro-used-for-sale-galle-215
Google Pixel 8 Pro |128GB (Brand New),Google,Google Pixel 8 Pro |128GB (Brand New),154055,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-128gb-brand-new-for-sale-colombo-214
Google Pixel 9a | 256GB (Brand New),Google,Google Pixel 9a | 256GB (Brand New),144055,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9a-256gb-brand-new-for-sale-colombo-118
Xiaomi Redmi 15 8+256GB (Used),Xiaomi,Xiaomi Redmi 15 8+256GB (Used),45000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-15-8256gb-used-for-sale-galle
Apple iPhone 14 Pro Max (Used),Apple,Apple iPhone 14 Pro Max (Used),205000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-jaffna-310
Xiaomi Redmi Note 14 (Used),Xiaomi,Xiaomi Redmi Note 14 (Used),48000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-used-for-sale-badulla-1
Apple iPhone 14 Pro (Used),Apple,Apple iPhone 14 Pro (Used),180000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-pro-1-used-for-sale-jaffna
Samsung Galaxy A14 (Used),Samsung,Samsung Galaxy A14 (Used),30500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a14-used-for-sale-kandy-144
WiKO T3 (Used),unknown,WiKO T3 (Used),17500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/wiko-t3-used-for-sale-colombo
Google Pixel 9a 128GB (Brand New),Google,Google Pixel 9a 128GB (Brand New),132050,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9a-128gb-brand-new-for-sale-colombo-121
Google Pixel 9 256GB (Brand New),Google,Google Pixel 9 256GB (Brand New),206050,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9-256gb-brand-new-for-sale-colombo-42
Google Pixel 8 128GB (Brand New),Google,Google Pixel 8 128GB (Brand New),133550,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-128gb-brand-new-for-sale-colombo-62
Google Pixel 9 128GB (Brand New),Google,Google Pixel 9 128GB (Brand New),157050,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-9-128gb-brand-new-for-sale-colombo-306
Google Pixel 7 Pro 128GB (Brand New),Google,Google Pixel 7 Pro 128GB (Brand New),113050,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-pro-128gb-brand-new-for-sale-colombo-214
Google Pixel 7 128GB (Brand New),Google,Google Pixel 7 128GB (Brand New),95050,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-7-128gb-brand-new-for-sale-colombo-221
Apple iPhone X (Used),Apple,Apple iPhone X (Used),36000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-ratnapura-1149
WiKO T3 128GB (Used),unknown,WiKO T3 128GB (Used),17500,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/wiko-t3-128gb-used-for-sale-kalutara-2
Apple iPhone 15 128GB (Brand New),Apple,Apple iPhone 15 128GB (Brand New),186085,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-937
Vivo Y81 (Used),Vivo,Vivo Y81 (Used),5000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y81-used-for-sale-kandy
WiKO T3 4G (Used),unknown,WiKO T3 4G (Used),17500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/wiko-t3-4g-used-for-sale-kalutara
Apple iPhone 11 Pro 512GB (Used),Apple,Apple iPhone 11 Pro 512GB (Used),91999,,,512GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-512gb-used-for-sale-gampaha-893
Nokia C1 (Used),Nokia,Nokia C1 (Used),5000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/nokia-c1-original-used-for-sale-matara-3
Google Pixel 6 Pro 5G 128GB (Used),Google,Google Pixel 6 Pro 5G 128GB (Used),67950,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-6-pro-5g-128gb-used-for-sale-colombo-7
Google Pixel 8 Pro 5G 128GB (Used),Google,Google Pixel 8 Pro 5G 128GB (Used),107900,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/google-pixel-8-pro-5g-128gb-used-for-sale-colombo-1
Xiaomi Redmi Note 14 Pro (Used),Xiaomi,Xiaomi Redmi Note 14 Pro (Used),58000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-note-14-pro-used-for-sale-ampara-8
Oppo A54 (Used),Oppo,Oppo A54 (Used),19900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a54-used-for-sale-ampara-2
Samsung Galaxy M33 5G (Used),Samsung,Samsung Galaxy M33 5G (Used),30000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-m33-5g-used-for-sale-kegalle-4
Vivo Y95 (Used),Vivo,Vivo Y95 (Used),9000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y95-used-for-sale-puttalam-10
Apple iPhone X (Used),Apple,Apple iPhone X (Used),38000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-colombo-9408
Apple iPhone 15 Pro Max (Used),Apple,Apple iPhone 15 Pro Max (Used),290000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-15-pro-max-brand-new-for-sale-jaffna-3
Xiaomi Redmi A3 (Used),Xiaomi,Xiaomi Redmi A3 (Used),22000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-a3-mi-used-for-sale-galle
Apple iPhone 11 Pro Max 256GB (Used),Apple,Apple iPhone 11 Pro Max 256GB (Used),67500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-gampaha-3482
Apple iPhone 11 Pro Midnight Green (Used),Apple,Apple iPhone 11 Pro Midnight Green (Used),70000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-midnight-green-used-for-sale-kurunegala
Apple iPhone 11 Pro 256GB (Used),Apple,Apple iPhone 11 Pro 256GB (Used),79000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-kandy-1482
Apple iPhone SE 2 128GB (Used),Apple,Apple iPhone SE 2 128GB (Used),39000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-kandy-531
Moto Edge 60 Fusion (Used),unknown,Moto Edge 60 Fusion (Used),58500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/moto-edge-60-fusion-used-for-sale-trincomalee-4
Apple iPhone 12 128GB (Used),Apple,Apple iPhone 12 128GB (Used),78000,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-kandy-1022
Samsung Galaxy A56 (Used),Samsung,Samsung Galaxy A56 (Used),85000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a56-used-for-sale-colombo-24
Apple iPhone 11 128GB black (Used),Apple,Apple iPhone 11 128GB black (Used),57990,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-128gb-black-used-for-sale-colombo-527
Apple iPhone 17 Pro Max 256GB NEW (Brand New),Apple,Apple iPhone 17 Pro Max 256GB NEW (Brand New),418000,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-new-brand-new-for-sale-colombo-12
Apple iPhone 14 128GB [ZP/A] (Used),Apple,Apple iPhone 14 128GB [ZP/A] (Used),124999,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-14-128gb-zp-a-used-for-sale-colombo-117
Samsung Galaxy S24 FE 8GB 128GB (Used),Samsung,Samsung Galaxy S24 FE 8GB 128GB (Used),99900,,,8GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s24-fe-8gb-128gb-used-for-sale-gampaha-2
Apple iPhone 11 128GB (Used),Apple,Apple iPhone 11 128GB (Used),40800,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-black-128gb-used-for-sale-kalutara
Apple iPhone 13 128GB (Used),Apple,Apple iPhone 13 128GB (Used),86500,,,128GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11529
Samsung Galaxy J3 2017 (Used),Samsung,Samsung Galaxy J3 2017 (Used),7500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-j3-2017-used-for-sale-badulla
Samsung Galaxy S9 (Used),Samsung,Samsung Galaxy S9 (Used),19000,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-s9-used-for-sale-kegalle-230
Xiaomi Redmi 14C (Used),Xiaomi,Xiaomi Redmi 14C (Used),29500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/xiaomi-redmi-14c-used-for-sale-colombo-254
Vivo Y93 128GB (Used),Vivo,Vivo Y93 128GB (Used),18000,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/vivo-y93-6gb-ram-128-rom-used-for-sale-badulla
Oppo A53 (Used),Oppo,Oppo A53 (Used),14500,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/oppo-a53-used-for-sale-jaffna
Apple iPhone 11 Pro 256GB (Used),Apple,Apple iPhone 11 Pro 256GB (Used),68500,,,256GB,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-kandy-1481
Apple iPhone 12 Pro (Used),Apple,Apple iPhone 12 Pro (Used),85000,,,,,,,,iOS,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/apple-iphone-12-pro-white-used-for-sale-anuradhapura
Honor X9c 256GB (Brand New),Honor,Honor X9c 256GB (Brand New),85000,,,256GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/honor-x9c-256gb-brand-new-for-sale-colombo-1
ZTE nubia V80 pro 256/8+12gb (Brand New),unknown,ZTE nubia V80 pro 256/8+12gb (Brand New),49900,,,12gb,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-nubia-v80-pro-256-812gb-brand-new-for-sale-colombo
Samsung Galaxy A24 128GB 50MP Red (Used),Samsung,Samsung Galaxy A24 128GB 50MP Red (Used),35990,,,128GB,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/samsung-galaxy-a24-128gb-50mp-red-used-for-sale-colombo-12
ZTE nubia V80 Design 256/8+12g (Brand New),unknown,ZTE nubia V80 Design 256/8+12g (Brand New),42900,,,,,,,,Android,,unknown,In stock,Ikman Seller,Recently,https://ikman.lk/en/ad/zte-nubia-v80-design-256-812g-brand-new-for-sale-colombo
